,Date,Open,High,Low,Close,Adj Close,Volume,Measure
1929,1997-08-18,44605,44700.0,44300.0,44505.0,44505.0,27000,0.2195121951219512
1930,1997-08-19,44700,45700.0,44700.0,45000.0,45000.0,49000,0.2195121951219512
1931,1997-08-20,44600,45000.0,44600.0,44800.0,44800.0,10000,0.2195121951219512
1932,1997-08-21,44600,44600.0,43800.0,43900.0,43900.0,15000,0.2195121951219512
1933,1997-08-22,43500,43500.0,42400.0,43200.0,43200.0,28000,0.2195121951219512
1934,1997-08-25,43700,43800.0,43500.0,43500.0,43500.0,17000,0.2195121951219512
1935,1997-08-26,43500,43500.0,43500.0,43500.0,43500.0,1000,0.2195121951219512
1936,1997-08-27,43100,43100.0,43000.0,43000.0,43000.0,3000,0.2195121951219512
1937,1997-08-28,42800,42800.0,42000.0,42000.0,42000.0,36000,0.2195121951219512
1938,1997-08-29,41700,41700.0,41300.0,41500.0,41500.0,15000,0.2195121951219512
1939,1997-09-02,41600,42200.0,41600.0,42200.0,42200.0,45000,0.2195121951219512
1940,1997-09-03,42300,43800.0,42300.0,43800.0,43800.0,24000,0.2195121951219512
1941,1997-09-04,43600,43650.0,43300.0,43650.0,43650.0,23000,0.2195121951219512
1942,1997-09-05,43800,43900.0,43600.0,43800.0,43800.0,12000,0.2195121951219512
1943,1997-09-08,43700,43705.0,42800.0,43100.0,43100.0,17000,0.2195121951219512
1944,1997-09-09,43400,43500.0,43100.0,43500.0,43500.0,11000,0.2195121951219512
1945,1997-09-10,43600,43600.0,42700.0,42700.0,42700.0,17000,0.2195121951219512
1946,1997-09-11,42600,42600.0,41800.0,42000.0,42000.0,9000,0.2195121951219512
